Image_URL,Texte,Texte1,Texte3,Texte4,Texte5,Texte2,Texte6,Texte7
https://assets.edenlivres.fr/medias/d6/06c2c477913236a62bbc248c14b938a85af323.jpg?h=-&w=200,CŒURS GLACÉS,"Staalesen, Gunnar (1947-....). Auteur",Gaïa. Monfort-en-Chalosse (Landes),"
       Varg Veum reçoit la visite d'une prostituée par une journée glaciale de janvier. Une amie de celle-ci a disparu depuis plusieurs jours, terrorisée après avoir chassé un client. Varg se charge de l'enquête.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Varg Veum ; Polar 

             ",9782847206401,français
https://assets.edenlivres.fr/medias/a2/01a713c7dcfba807483a951be59083657c6b82.jpg?h=-&w=200,EN TOUTE FRANCHISE,"Ford, Richard (1944-....). Auteur",Ed. de l'Olivier. Paris,"
       En 2012 dans le New Jersey, Frank Bascombe, 68 ans, voit sa retraite bouleversée par l'ouragan Sandy. Quand le calme revient, il est temps de dresser un bilan des dégâts et de sa vie. Sur fond de campagne présidentielle et de crise économique, Frank se confronte à son ex-femme et rend visite à un vieil ami.
		",Littérature moderne et contemporaine / Romans / Romans,"Littérature étrangère ; Frank Bascombe 

             ",9782823608489,français
https://assets.edenlivres.fr/medias/fe/156088b3406fe8e310eaba3908878720f793f1.jpg?h=-&w=200,LA SAGA DES ÉMIGRANTS - LIVRE 2,"Moberg, Vilhelm (1898-1973). Auteur",Gaïa. Monfort-en-Chalosse (Landes),"
       Karl Oskar et Kristina sont devenus pionniers dans la forêt du Minnesota. Ils ont tout à construire dans un milieu hostile, en plein territoire indien.
		",Littérature moderne et contemporaine / Romans / Romans,2013,9782847205121,français
https://assets.edenlivres.fr/medias/20/dbccb5d4066a69597be8c04e081d5b38242fc8.jpg?h=-&w=200,UNE NOUVELLE CONSCIENCE POUR UN MONDE EN CRISE,"Rifkin, Jeremy (1945-....). Auteur",Les Liens qui libèrent. Paris,"
       J. Rifkin brosse une fresque de l'humanité, depuis les premières exploitations des ressources naturelles jusqu'à aujourd'hui, et constate que le monde n'a jamais été aussi unifié (communications, transports...) ni aussi déchiré (guerres, crise financière, réchauffement climatique...). Un essai montrant que l'homme est condamné à remodeler sa conscience pour se sauver.
		",Empathie,2011,9791020902429,français
https://assets.edenlivres.fr/medias/00/9dfe271ad41a07bd01857fe42643004236e568.jpg?h=-&w=200,& FILS,"Gilbert, David (1967-....). Auteur",Actes Sud. Arles (Bouches-du-Rhône),"
       Un vieil écrivain célèbre tente de retisser les liens brisés avec ses fils. Prix Transfuge du meilleur roman américain 2015.
		",Littérature moderne et contemporaine / Romans / Romans,2015,9782330055233,français
https://assets.edenlivres.fr/medias/00/9dfe271ad41a07bd01857fe42643004236e568.jpg?h=-&w=200,& FILS,"Gilbert, David (1967-....). Auteur",Actes Sud. Arles (Bouches-du-Rhône),"
       Un vieil écrivain célèbre tente de retisser les liens brisés avec ses fils. Prix Transfuge du meilleur roman américain 2015.
		",,2015,9782330055233,français
https://assets.edenlivres.fr/medias/85/749cddb454b5e38359c89c0283f39f9597bcf6.jpg?h=-&w=200,L'APICULTURE SELON SAMUEL BECKETT,"Page, Martin (1975-....). Auteur",Ed. de l'Olivier. Paris,"
       Doctorant en anthropologie, le narrateur est chargé de classer les archives de Samuel Beckett. Il tient le journal de sa rencontre avec le dramaturge. Loin de sa réputation d'écrivain austère et taciturne, ce dernier se révèle être un bon vivant plein d'humour, excentrique, sportif et également passionné d'apiculture.
		",Littérature moderne et contemporaine / Romans / Romans,"Littérature française 

             ",9782823607116,français
https://assets.edenlivres.fr/medias/b6/ecac7973f8d8c5a0065947a6977cfb505bc57e.jpg?h=-&w=200,LE PARFUM D'ADAM,"Rufin, Jean-Christophe (1952-....). Auteur",Flammarion. Paris,"
       Pologne, printemps 2005. Juliette, jeune Française, libère des animaux de laboratoire. Cette action militante va l'entraîner au coeur d'un complot. Des territoires indiens d'Amérique aux ghettos pour milliardaires du lac Léman, ce roman explore le monde de l'écologie radicale constituant selon le FBI la deuxième source de terrorisme mondial.
		",Littérature moderne et contemporaine / Romans / Romans,2011,9782081322455,français
https://assets.edenlivres.fr/medias/e1/280727b123c321863a3274ae488e7201162272.jpg?h=-&w=200,LA PUISSANCE DES MOUCHES,"Salvayre, Lydie (1948-....). Auteur",Seuil. Paris,"
       Un homme subit un interrogatoire. Il a tué. Il doit s'en expliquer. Un roman policier déroutant où les aspects les plus communs, les plus cruels de la réalité côtoient joyeusement et non sans quelque irrévérence les interrogations les plus profondes des hommes.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),2013,9782021192230,français
https://assets.edenlivres.fr/medias/06/ed7ccc2e48fa1120a54670d0c713cc5cf7da0d.jpg?h=-&w=200,PARIS-BREST,"Viel, Tanguy (1973-....). Auteur",Minuit. Paris,"
       Le narrateur relate le rôle joué par la fortune héritée de sa grand-mère, expliquant que sans elle, il n'aurait jamais quitté Brest pour Paris, pour y revenir des années plus tard.
		",Littérature moderne et contemporaine / Romans / Romans,"Double 

             ",9782707341716,français
https://assets.edenlivres.fr/medias/02/f85b869dbeb23d509ad75b38fab20d396f2bb3.jpg?h=-&w=200,LE PAYS,"Darrieussecq, Marie (1969-....). Auteur",POL. Paris,"
       Un jeune couple décide de déménager, de quitter Paris pour repartir et s'installer au Pays basque. La femme attend un enfant. Ce temps de la maternité est l'occasion pour elle d'un retour aux origines. Elle passe en revue les lieux familiers de son enfance, fait défiler son histoire, sa famille, les névroses familiales, la mère sculptrice célèbre remariée, le père ruiné, le frère mort, etc.
		",Littérature moderne et contemporaine / Romans / Romans,"Blanche 

             ",9782818034958,français
https://assets.edenlivres.fr/medias/94/be37f2322bc23db1af3e91f3401f97a1b0ffb4.jpg?h=-&w=200,CE QU'AIMER VEUT DIRE,"Lindon, Mathieu (1955-....). Auteur",POL. Paris,"
       Un hommage à Michel Foucault, ami de l'auteur, à travers le récit de six années de jeunesse, agitées, confuses parfois, mais éclairées par l'amitié. Parallèlement à cette figure, est également tracée celle du père, Jérôme Lindon, de Samuel Beckett, Alain Robe-Grillet, Hervé Guibert... Prix Médicis 2011.
		","Littérature moderne et contemporaine / Mémoires, journaux intimes","Fiction 

             ",9782818031957,français
https://assets.edenlivres.fr/medias/29/a3402548cdb1d6436950b079b75ddcdb8b5f90.jpg?h=-&w=200,LA MORT AU FESTIVAL DE CANNES,"Aubert, Brigitte (1956-....). Auteur",Seuil. Paris,"
       Elise Andrioli, tétraplégique, aveugle et muette depuis un attentat, est invitée au Festival de Cannes comme membre du jury. Elle débarque avec sa dame de compagnie, Yvette. Mais les membres du jury ne cessent de s'écharper et des morts suspectes se succèdent. Elise cogite tandis que le capitaine Kevin Isidore mène l'enquête.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Seuil policiers 

             ",9782021218329,français
https://assets.edenlivres.fr/medias/c9/1985f13a5c3679442eb0777ba3d194b1257bbc.jpg?h=-&w=200,"LES BÛCHERS DE BOCANEGRA . LES AVENTURES DU CAPITAINE ALATRISTE, T. 2","Pérez-Reverte, Arturo (1951-....). Auteur",Seuil. Paris,"
       Sur le point de rejoindre son régiment en Flandre, Diego Alatriste y Tenerio est sollicité par son ami le poète Francisco de Quevedo pour libérer une jeune fille, Elvira, recluse dans un couvent, affaire peut-être en lien avec le meurtre d'une femme, étranglée dans une chaise à porteurs. Or, l'ombre de l'Inquisition s'étend sur le Madrid décadent de Philippe IV...
		",Littérature moderne et contemporaine / Romans / Romans,"Les aventures du capitaine Alatriste 

             ",9782021197969,français
https://assets.edenlivres.fr/medias/e9/17e46c67f744c92abf84deee5a801acdb8171c.jpg?h=-&w=200,L'AMIE DU JAGUAR,"Carrère, Emmanuel (1957-....). Auteur",POL. Paris,"
       Un scénariste d'Hollywood imagine en rêve une gracieuse histoire. Dans un demi-sommeil, il griffonne quelques mots qui lui permettront de reconstituer le récit plus tard. Son sujet choisi, un garçon qui rencontre une fille, il tâche d'organiser cette rencontre selon la capricieuse nécessité qui, dans son rêve, l'avait émerveillé. Premier roman.
		",Littérature moderne et contemporaine / Romans / Romans,"#formatpoche 

             ",9782818031353,français
https://assets.edenlivres.fr/medias/c7/1c2c470aaa0fa3820c9c7651a442f3357bd12d.jpg?h=-&w=200,LE BLOC,"Leroy, Jérôme (1964-....). Auteur",Gallimard. Paris,"
       Alors que des émeutes éclatent en banlieue, le Bloc patriotique, parti d'extrême droite, s'apprête à entrer au gouvernement. Antoine est le mari d'Agnès Dorgelles, la présidente du Bloc, Stanko est le chef d'ordre du parti. Tandis que le premier attend dans un appartement luxueux, le second se terre dans un hôtel sordide. Amis depuis vingt-cinq ans, ils savent pourtant que l'un d'eux va mourir.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Folio ; . Policier 

             ",9782072539848,français
https://assets.edenlivres.fr/medias/18/92d31510c37b72c0c65c5f1e9da28bd6bb4728.jpg?h=-&w=200,LE DERNIER DES JUSTES - PRIX GONCOURT 1959,"Schwarz-Bart, André (1928-2006). Auteur",Seuil. Paris,"
       Evoque la destinée de ces Justes, qui, au sein de la nation juive, assument, tels des boucs émissaires, les souffrances universelles pour obtenir le salut du monde. Leroman s'achève sur l'évocation douloureuse et pudique de la raffle du Vel' d'Hiv.Prix Goncourt 1959.
		",Littérature moderne et contemporaine / Romans / Romans,2013,9782021146820,français
